epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,109.763,2.12897,0.86944,0.98841,0.35711,0.00333262,0.00333262,0.00333262
2,206.184,0.70459,0.91148,0.99407,0.23405,0.00640198,0.00640198,0.00640198
3,316.292,0.71912,0.92778,0.99555,0.19449,0.00920734,0.00920734,0.00920734
